head,type,value,tail_pos,tail_neg
872,3,1585,818,1241
323,1,1,252,853
323,3,4,393,682
322,1,6,200,233
322,3,152,595,314
237,1,6,696,691
237,3,284,77,1112
741,1,6,872,263
741,3,1283,628,1523
147,1,6,696,570
147,2,161,226,1295
147,3,513,824,1528
628,1,6,762,91
628,3,592,693,1631
222,1,17,48,497
222,3,395,1322,515
117,1,4,654,1631
117,2,30,27,272
117,3,415,1042,1155
129,1,5,356,1163
1134,1,6,23,861
1134,2,565,818,841
181,1,1,405,512
181,3,193,566,379
100,1,6,566,57
124,1,6,234,404
282,1,5,466,1002
282,2,32,356,1460
282,3,145,568,215
127,1,6,443,1178
127,2,138,310,244
127,3,443,931,1043
405,1,3,471,1421
405,3,284,77,888
148,1,6,279,1073
148,3,164,159,965
1,1,2,385,1261
1,3,0,88,466
276,1,6,66,785
276,3,416,466,1213
471,1,7,925,1293
471,2,53,651,1131
471,3,118,651,1224
121,1,3,566,557
121,3,347,97,1269
591,1,6,234,1177
591,3,1583,1048,1327
924,1,6,1048,680
924,2,91,183,585
924,3,1429,521,677
25,1,2,1011,1619
25,3,13,77,1335
257,1,1,50,16
257,3,104,1101,1045
126,1,6,124,1148
685,1,4,82,187
685,3,154,595,894
742,1,5,282,999
742,2,31,28,1374
742,3,14,684,699
15,1,6,458,431
15,3,56,234,519
125,1,12,50,333
125,2,65,66,768
125,3,12,546,343
281,1,3,118,56
597,1,3,322,1171
597,3,444,127,33
762,1,6,54,352
762,3,838,741,561
24,1,3,566,1609
619,1,6,466,139
619,2,467,1248,1100
619,3,13,77,1099
815,1,6,98,94
274,1,6,38,132
274,3,861,483,953
458,1,6,148,828
458,3,1046,363,1430
763,1,2,274,1498
1011,1,4,654,94
1011,3,1819,696,510
151,1,2,204,1516
280,1,16,292,1535
118,1,6,124,411
118,2,131,568,541
118,3,420,651,786
1197,1,6,127,1378
1197,3,438,125,703
595,1,3,50,1376
595,2,34,31,524
595,3,154,685,430
1010,1,6,483,153
1010,3,46,12,100
844,1,6,597,1474
844,3,2115,975,1634
1322,1,17,280,1182
1322,3,395,222,276
254,1,3,322,1460
254,2,49,235,1098
254,3,659,200,104
620,1,6,466,893
620,2,172,975,569
620,3,13,504,440
106,1,6,466,280
411,1,9,423,929
411,3,1163,1277,683
363,1,4,159,189
363,3,1046,458,863
1051,1,2,204,1459
1051,3,98,25,1477
252,1,3,546,817
252,2,84,82,714
252,3,290,79,1503
1048,1,6,1197,675
1048,3,1583,591,965
1047,1,2,186,7
1047,2,193,202,1644
1047,3,666,202,81
825,1,9,229,1015
696,1,6,79,1337
696,2,507,1046,808
696,3,282,127,175
279,1,8,1048,475
818,1,6,1010,1071
818,2,565,1134,171
818,3,1585,872,722
235,1,2,732,552
235,2,49,254,309
235,3,659,254,670
925,1,5,1046,996
974,1,6,979,383
974,3,417,117,683
1277,1,5,427,472
1277,3,1163,411,964
824,1,2,732,1226
824,3,298,82,108
50,1,3,54,607
50,3,193,172,206
423,1,10,393,399
423,2,84,252,1386
82,1,1,1,1485
82,2,84,423,28
82,3,298,121,1164
223,1,6,159,1033
97,1,6,148,805
97,3,347,121,1623
566,1,5,467,1403
566,3,193,174,1261
66,1,2,274,504
66,2,65,125,929
66,3,145,568,808
144,1,3,233,859
144,2,158,265,1311
144,3,25,226,1227
202,1,12,406,1143
202,2,193,1047,15
202,3,666,1047,677
483,1,8,1047,1585
483,3,861,274,383
69,1,6,762,1588
69,2,68,204,11
69,3,257,393,1507
56,1,6,458,1460
56,3,12,546,152
466,1,4,54,1528
466,3,416,276,1020
98,1,6,71,271
98,2,100,735,1372
454,1,6,684,1549
454,3,57,15,864
79,1,6,684,1165
79,2,80,233,254
79,3,111,356,1356
216,1,6,651,700
216,3,194,50,783
12,1,5,620,1425
12,3,46,1010,750
210,1,1,281,1311
210,2,84,234,1442
210,3,193,50,1432
11,1,6,1277,424
732,1,2,1011,1673
732,3,16,5,1602
651,1,6,106,1507
651,2,53,471,301
651,3,118,735,857
87,1,6,974,1301
87,3,315,458,499
48,1,6,654,1593
153,1,5,218,1225
153,3,536,732,47
174,1,3,595,832
174,2,84,423,1473
174,3,193,172,1048
521,1,6,88,603
521,3,1429,924,1601
204,1,2,239,1089
204,2,68,69,82
186,1,3,685,296
1101,1,6,200,1204
1101,3,104,257,103
185,1,15,200,468
185,2,186,443,1067
88,1,6,844,1589
88,3,0,28,901
192,1,6,356,892
192,2,26,693,709
192,3,592,521,1040
182,1,6,566,1656
182,2,26,218,302
182,3,592,467,1088
28,1,1,1,948
28,2,31,742,92
28,3,0,88,983
467,1,6,872,91
467,3,592,192,1237
200,1,6,71,630
200,3,659,235,832
23,1,6,454,420
23,2,26,192,1642
228,1,3,233,1077
228,2,208,227,989
228,3,744,227,1619
393,1,6,23,1208
393,3,257,69,317
504,1,3,568,763
504,3,1392,620,1038
385,1,2,153,983
385,2,98,164,990
385,3,342,597,908
427,1,5,239,1196
54,1,6,28,636
54,2,56,684,544
54,3,207,203,207
64,1,6,597,263
64,3,207,54,669
234,1,6,595,530
234,2,84,82,300
234,3,56,15,412
1194,1,6,1101,819
71,1,6,39,249
71,3,264,651,477
468,1,6,1277,1116
735,1,6,98,1148
735,2,100,98,1501
735,3,0,1,908
693,1,6,427,1093
693,2,26,192,640
693,3,592,521,484
27,1,3,597,903
27,2,30,117,1471
27,3,104,1101,942
218,1,4,5,610
218,2,26,192,355
218,3,592,693,976
70,1,6,1248,32
70,3,259,619,1124
230,1,1,11,1449
230,2,209,229,1239
230,3,742,227,347
568,1,3,504,324
568,2,131,118,1049
568,3,145,282,1588
239,1,6,310,369
654,1,6,467,1307
654,3,659,254,1327
31,1,3,50,886
31,2,34,595,1621
31,3,13,620,153
806,1,5,591,1204
806,3,2030,872,857
172,1,1,568,196
172,3,193,566,1122
183,1,15,443,953
183,2,91,924,1519
183,3,16,732,1028
975,1,4,654,68
975,2,172,620,539
975,3,2115,844,4
979,1,6,88,247
979,3,864,276,1206
986,1,4,685,990
986,3,1946,762,421
931,1,4,100,482
931,3,110,148,636
406,1,12,125,165
546,1,3,595,334
546,3,12,56,739
176,1,3,546,1163
176,2,98,164,1159
176,3,16,732,413
684,1,5,467,928
684,2,56,54,1368
684,3,14,742,1440
443,1,6,88,884
443,2,186,185,792
203,1,6,591,1482
203,3,598,684,1316
164,1,1,254,893
164,2,98,176,390
164,3,417,974,196
77,1,6,467,1589
77,3,13,619,1051
265,1,1,204,1203
265,2,158,144,1176
265,3,415,1042,1272
229,1,3,546,357
229,2,209,230,1169
229,3,741,228,635
5,1,4,546,529
5,3,18,979,1502
38,1,6,66,1208
38,3,147,322,1534
227,1,3,79,1305
227,2,208,228,1636
227,3,743,229,435
233,1,4,282,1595
233,2,80,79,1103
233,3,750,685,8
226,1,4,654,379
226,2,161,147,1280
226,3,503,144,111
39,1,6,28,449
39,3,67,218,1133
356,1,6,66,560
356,2,32,282,1616
356,3,111,257,1467
159,1,6,237,110
159,3,285,77,241
1042,1,5,693,1402
1042,3,415,117,1401
1248,1,6,148,1141
1248,2,467,619,829
581,1,5,620,386
449,1,9,222,153
449,3,744,230,887
1046,1,5,98,1449
1046,2,507,696,921
1046,3,246,66,9
770,1,6,31,560
770,3,118,651,1347
1210,1,5,466,10
1210,3,118,651,11
286,1,6,43,814
286,3,149,318,597
288,1,7,471,1655
288,3,138,723,96
304,1,6,216,263
304,2,260,500,415
304,3,916,500,371
875,1,6,631,1283
875,3,12,451,13
276,1,6,1311,358
276,3,416,238,7
100,1,6,28,797
100,2,83,238,545
273,1,3,1107,1490
273,2,217,241,316
273,3,110,148,220
14,1,2,778,1169
1,1,1,132,248
1,3,0,735,687
1134,1,6,655,142
1134,2,565,1267,139
508,1,6,942,510
508,2,188,191,1509
15,1,14,942,1495
15,3,56,234,409
275,1,6,200,855
275,3,516,148,1514
285,1,8,367,885
591,1,6,727,590
591,3,1584,793,823
151,1,1,500,512
845,1,6,951,1032
845,3,2119,1074,793
9,1,6,64,25
9,3,34,620,1479
117,1,1,1035,681
117,3,415,210,642
282,1,5,693,755
282,2,32,29,523
282,3,208,54,946
10,1,9,164,674
10,3,38,1101,1608
405,1,1,21,306
405,2,77,447,1237
405,3,284,161,287
25,1,2,956,480
25,2,28,197,740
25,3,96,393,1410
283,1,2,110,1545
283,3,87,22,486
123,1,2,14,1382
123,3,429,699,1090
111,1,17,1232,417
111,2,125,1147,1472
277,1,6,949,266
277,3,866,716,510
281,1,5,792,432
281,3,877,632,1647
744,1,6,162,1564
744,2,430,559,80
744,3,944,729,1551
13,1,2,793,1141
13,2,15,517,1242
476,1,2,52,946
476,3,531,756,510
7,1,4,98,145
7,2,9,175,75
7,3,25,144,449
458,1,6,956,984
458,2,55,157,916
458,3,417,164,1008
742,1,3,21,404
742,2,31,1044,252
742,3,14,684,60
237,1,2,732,1078
237,3,284,77,1037
597,1,7,619,69
597,3,342,195,473
121,1,3,597,212
121,3,298,82,1305
284,1,2,69,1261
284,3,346,97,730
762,1,8,283,1170
619,1,6,655,1033
619,2,467,729,1413
619,3,13,4,256
118,1,6,692,1031
118,2,131,568,372
118,3,420,173,213
148,1,6,31,1618
148,3,110,273,777
21,1,2,482,380
235,1,2,95,489
235,2,49,47,1143
235,3,659,569,411
225,1,2,88,511
225,2,207,432,290
225,3,736,443,1149
411,1,2,257,310
411,3,1164,597,970
696,1,6,97,1376
696,2,507,1046,1380
696,3,794,792,1075
50,1,3,576,463
50,3,193,79,22
181,1,1,241,279
181,3,193,172,576
257,1,2,230,231
257,2,6,4,511
257,3,111,356,1480
252,1,1,234,650
252,2,84,82,1512
252,3,290,79,1095
22,1,16,527,364
22,2,25,392,1492
22,3,87,283,1128
531,1,6,631,814
655,1,6,22,436
655,2,181,216,333
692,1,6,1439,1649
692,2,181,173,237
692,3,428,204,427
97,1,6,197,1032
97,3,347,972,1197
4,1,4,226,243
4,2,6,386,463
4,3,15,728,945
223,1,6,275,448
174,1,1,1,1441
174,2,84,252,895
174,3,193,181,591
433,1,2,21,1395
433,3,712,217,322
631,1,6,1134,398
631,2,430,559,1676
631,3,453,707,203
234,1,4,282,714
234,2,84,82,1099
234,3,56,15,94
31,1,6,48,825
31,2,34,161,727
31,3,120,159,978
200,1,6,164,406
200,3,659,235,602
651,1,6,620,841
651,2,53,51,1672
651,3,264,71,1383
8,1,6,5,902
79,1,3,181,674
79,3,290,252,438
56,1,5,98,229
56,3,12,875,664
98,1,6,203,682
98,2,100,735,1016
98,3,271,729,169
806,1,6,417,919
806,2,570,1478,1033
806,3,2030,1478,746
99,1,10,173,587
99,2,103,432,589
180,1,6,723,1460
180,2,138,217,254
180,3,443,778,1503
318,1,6,71,260
318,2,84,252,682
318,3,944,744,1636
566,1,6,59,1656
566,3,193,79,595
402,1,6,66,1073
402,3,371,731,1369
172,1,12,210,1015
172,3,193,210,121
82,1,1,568,1595
82,2,84,210,1652
82,3,297,686,195
213,1,6,686,17
213,2,88,86,194
213,3,701,418,1192
86,1,6,10,995
86,2,88,213,1486
86,3,197,458,917
496,1,6,723,2
496,3,477,479,1244
83,1,6,51,829
83,2,85,418,1634
28,1,16,318,1
28,2,31,1044,685
28,3,107,385,814
356,1,6,65,586
356,2,32,282,1630
356,3,111,29,1216
265,1,4,405,404
265,2,158,144,157
265,3,554,1046,622
143,1,6,8,751
143,2,157,449,978
143,3,499,419,1091
693,1,5,4,1053
693,2,26,182,1395
693,3,592,182,1120
469,1,6,1438,575
469,3,666,202,520
729,1,6,458,431
729,2,467,619,1539
729,3,944,549,1189
69,1,2,969,887
69,2,68,204,395
69,3,0,735,293
1063,1,6,470,390
194,1,6,47,764
194,3,295,716,1047
144,1,3,265,1161
144,2,158,265,1402
144,3,503,226,1105
12,1,6,64,169
12,3,45,699,92
65,1,6,180,568
65,3,180,778,696
238,1,2,419,1501
238,2,82,100,505
238,3,416,117,1101
55,1,6,65,805
55,3,209,543,107
202,1,2,1035,12
202,3,666,469,911
482,1,8,49,103
482,2,240,274,1410
482,3,553,469,1365
191,1,16,277,999
191,2,188,508,1092
735,1,6,1220,701
735,2,100,98,138
735,3,118,651,469
42,1,2,257,1168
132,1,10,756,1612
132,2,144,485,431
196,1,2,4,860
196,3,96,25,1347
162,1,6,620,1034
176,1,9,423,488
176,2,98,195,732
176,3,566,195,674
89,1,4,159,1446
89,2,91,183,1508
89,3,193,172,1122
88,1,6,402,1217
88,3,0,28,64
959,1,2,1092,1149
403,1,3,181,1517
403,2,49,235,1192
403,3,659,200,1217
58,1,6,59,541
58,3,149,286,110
793,1,2,663,1125
793,2,565,1267,1271
793,3,1491,1267,1529
663,1,6,949,1003
663,2,344,428,411
436,1,2,1035,1642
436,2,187,186,1346
59,1,8,237,265
707,1,6,702,586
707,3,453,631,1394
792,1,5,281,1014
792,2,15,13,714
792,3,98,25,370
11,1,1,257,1374
195,1,3,281,1395
195,2,98,176,20
195,3,342,728,1457
527,1,6,428,550
527,3,316,318,130
367,1,8,756,961
207,1,2,1,1090
44,1,6,845,21
44,3,171,143,364
1147,1,2,49,1322
1147,2,125,111,1425
428,1,6,9,42
428,2,344,663,176
694,1,6,71,73
239,1,2,702,307
239,2,199,215,315
239,3,643,194,652
636,1,3,110,1266
636,3,235,470,439
186,1,3,226,444
186,2,187,436,883
203,1,6,392,1258
203,2,194,686,1545
203,3,598,686,652
64,1,5,792,1678
64,3,207,651,647
182,1,6,197,1480
182,2,26,387,700
182,3,393,215,352
216,1,6,566,1498
216,2,181,173,1468
216,3,189,1221,1628
95,1,2,731,244
95,3,96,393,1296
443,1,6,1107,504
443,2,186,479,1470
443,3,736,225,1405
215,1,6,972,1435
215,2,199,239,1068
215,3,346,686,679
723,1,2,196,289
723,3,138,288,430
468,1,13,143,541
501,1,10,78,11
501,2,103,99,1647
727,1,6,216,382
727,3,711,217,686
606,1,6,418,1431
724,1,6,275,1051
724,3,137,620,1218
382,1,2,95,1506
479,1,4,576,458
479,2,186,443,630
479,3,477,496,240
632,1,6,458,816
632,3,877,281,860
699,1,8,949,910
699,3,45,12,585
141,1,3,597,1485
141,2,98,176,1239
141,3,342,385,884
747,1,20,969,335
451,1,8,949,1080
451,3,12,4,1061
274,1,6,234,1601
274,2,240,482,1659
274,3,456,485,39
392,1,6,100,548
392,2,25,22,421
392,3,270,73,152
71,1,6,321,906
71,3,264,651,659
509,1,6,161,948
509,2,268,317,1279
509,3,1402,623,1041
175,1,6,949,1331
175,2,9,7,163
175,3,592,218,1202
961,1,6,239,783
1267,1,6,393,670
1267,2,565,793,548
1267,3,1491,793,799
96,1,3,252,549
96,2,98,141,1091
96,3,342,385,652
153,1,2,393,147
153,3,535,385,374
1220,1,6,161,1065
568,1,5,100,133
568,2,131,118,338
568,3,145,66,1678
543,1,6,282,163
543,3,209,55,980
500,1,6,702,380
500,2,260,304,370
500,3,916,304,1488
485,1,6,417,399
485,2,144,132,1444
485,3,456,274,1209
709,1,2,396,279
708,1,6,566,604
1101,1,6,655,1654
1101,2,51,49,96
1101,3,155,451,1619
47,1,6,517,1181
47,2,49,420,1444
47,3,180,420,1002
230,1,9,252,778
230,3,744,449,348
161,1,6,66,510
161,2,34,31,1552
161,3,110,29,1163
528,1,6,216,1182
528,3,1134,396,838
404,1,2,123,867
404,2,106,432,213
732,1,2,956,466
732,2,530,728,996
732,3,16,5,975
417,1,6,277,408
417,3,1180,729,586
755,1,1,230,571
755,3,96,95,1435
778,1,2,49,437
778,3,180,47,950
157,1,6,277,24
157,2,55,458,1290
157,3,547,566,579
470,1,6,949,1133
470,3,235,636,1010
193,1,1,241,536
193,3,417,117,707
317,1,6,921,490
317,2,268,509,1088
317,3,312,728,1415
969,1,0,1,441
969,2,117,225,1492
1042,1,6,148,578
1042,3,415,117,446
423,1,10,304,1486
423,2,84,210,1549
949,1,2,8,612
949,3,2335,1042,1650
629,1,2,274,1406
629,3,499,143,1438
686,1,4,7,276
686,2,194,203,158
686,3,598,684,874
1107,1,6,55,1301
1107,3,183,47,40
1221,1,6,591,1461
1221,3,440,126,1440
517,1,6,1074,144
517,2,15,792,941
517,3,531,756,26
1531,1,10,91,1506
1531,3,1315,469,1587
197,1,6,1063,1497
197,2,28,25,256
197,3,206,54,1277
387,1,8,1053,193
387,2,26,182,332
387,3,697,241,909
77,1,6,321,385
77,3,13,203,1154
702,1,2,204,182
52,1,2,386,905
218,1,5,684,430
218,2,26,693,640
218,3,592,175,1585
972,1,6,79,579
972,3,347,121,553
951,1,10,173,1533
660,1,6,234,476
660,3,1255,956,967
620,1,6,5,1130
620,3,34,9,706
731,1,8,367,1017
731,3,371,723,1530
164,1,9,82,303
164,2,98,96,250
164,3,417,193,320
43,1,6,1044,795
43,3,167,924,190
66,1,6,696,1162
66,2,65,1035,211
66,3,145,282,1451
73,1,3,241,12
73,3,271,729,877
921,1,8,569,1176
48,1,6,196,338
420,1,1,117,325
420,2,49,47,1468
420,3,701,213,124
549,1,13,191,1448
549,3,213,56,118
716,1,6,203,732
716,3,17,238,978
559,1,6,387,1444
559,2,430,744,440
559,3,329,939,254
674,1,4,806,613
674,3,338,94,1507
569,1,6,356,1201
569,2,28,25,1436
569,3,659,235,1645
385,1,2,792,1353
385,2,98,176,548
385,3,107,470,1056
942,1,6,501,99
204,1,2,762,1008
204,2,68,69,1391
204,3,428,692,195
159,1,6,724,324
159,3,164,148,526
447,1,15,559,537
447,2,77,405,1465
78,1,1,110,1475
78,2,79,110,419
54,1,6,632,1231
54,2,56,684,1077
54,3,14,742,976
126,1,6,543,1056
126,3,440,787,1374
471,1,3,576,551
471,2,53,51,1331
471,3,189,1221,1472
393,1,2,1147,946
393,2,95,94,1166
393,3,257,69,103
173,1,1,549,1132
173,2,181,216,1059
173,3,326,91,751
1400,1,6,234,362
756,1,8,59,723
756,3,531,517,411
241,1,1,50,797
241,2,217,273,1295
241,3,697,317,240
210,1,1,304,1547
210,2,84,174,1205
210,3,691,213,1061
321,1,6,283,484
1009,1,6,175,264
588,1,10,1035,102
91,1,0,969,262
91,3,326,173,811
183,1,9,7,192
183,2,91,89,137
183,3,16,732,557
432,1,12,215,1250
432,2,106,99,640
924,1,1,121,1270
924,2,91,183,1456
924,3,167,318,1523
418,1,6,54,397
418,2,85,83,574
418,3,701,420,297
956,1,2,1044,35
956,3,1255,660,1453
939,1,6,1134,351
939,3,711,727,438
401,1,2,969,15
49,1,8,921,144
49,2,51,1101,298
49,3,189,1221,1077
787,1,6,1220,91
787,3,290,79,670
5,1,6,321,153
5,3,16,732,1207
1044,1,6,707,294
1044,2,31,28,1242
1044,3,438,180,404
419,1,2,284,232
419,3,499,143,1073
684,1,3,121,1530
684,2,56,54,882
684,3,598,686,188
386,1,2,1147,405
386,2,6,4,313
386,3,670,623,1048
217,1,15,559,195
217,2,138,180,611
217,3,711,727,1226
1092,1,2,469,849
94,1,10,143,231
94,2,95,393,1313
94,3,338,674,175
1074,1,6,216,673
1074,3,712,433,257
1053,1,6,972,110
1053,3,1983,956,1400
226,1,4,117,853
226,2,161,576,781
226,3,502,144,914
1046,1,7,356,715
1046,2,507,696,528
1046,3,113,29,346
227,1,1,50,1374
227,3,742,230,618
396,1,2,204,1168
396,3,1134,528,702
1035,1,2,482,888
1035,2,65,66,966
1035,3,394,110,1285
1311,1,6,274,351
1311,3,150,972,1533
29,1,1,257,1554
29,2,32,282,1360
29,3,110,148,445
728,1,8,216,199
728,2,530,732,1510
728,3,342,195,148
110,1,1,172,1507
110,2,79,78,464
110,3,393,215,153
576,1,3,141,747
576,2,161,226,1540
1438,1,6,708,1179
1438,3,2116,1439,993
1478,1,6,203,1078
1478,2,570,806,315
1478,3,306,157,1109
1232,1,17,111,940
1439,1,6,631,1089
1439,3,1163,411,479
623,1,2,14,498
623,3,670,386,117
51,1,6,22,1322
51,2,53,651,303
51,3,197,458,1337
449,1,7,44,552
449,2,157,143,1254
449,3,744,227,1650
286,1,6,417,42
286,3,547,566,338
294,1,12,674,251
294,3,420,173,1276
56,1,6,417,202
56,3,12,4,1128
98,1,6,203,1089
98,2,100,735,1375
98,3,271,729,379
100,1,4,98,657
100,2,82,238,1127
234,1,6,417,330
234,2,84,82,1585
234,3,754,452,1622
164,1,1,173,1387
164,2,98,195,450
164,3,566,195,1121
185,1,4,659,1295
185,2,186,443,1165
200,1,6,522,1178
200,2,150,135,125
200,3,659,654,1071
447,1,15,185,745
452,1,6,178,858
452,3,755,234,891
674,1,4,141,1430
674,3,605,179,1473
443,1,6,47,987
443,2,186,185,1553
559,1,6,842,829
559,2,430,631,1431
559,3,329,433,445
522,1,6,435,328
285,1,6,179,1615
69,1,6,712,773
69,2,68,204,944
69,3,0,28,1676
23,1,6,187,252
23,2,26,192,273
193,1,6,216,1244
193,3,642,417,282
511,1,6,516,152
511,2,192,199,217
511,3,925,414,743
127,1,5,23,586
127,2,138,187,661
127,3,282,187,1305
704,1,8,284,205
199,1,6,200,560
199,2,192,511,991
199,3,657,526,1367
527,1,6,199,259
527,2,406,736,1074
191,1,6,187,857
191,2,188,357,919
191,3,634,391,1526
135,1,1,622,481
135,2,150,179,272
9,1,5,504,1544
520,1,16,28,1048
520,3,299,82,1409
28,1,1,82,808
28,3,0,735,1272
12,1,6,339,376
402,1,6,196,792
192,1,6,443,185
192,2,26,23,1241
192,3,592,175,721
205,1,13,504,465
205,3,674,842,1179
317,1,6,205,281
83,1,6,239,969
83,3,301,116,154
526,1,6,193,608
526,3,657,199,61
187,1,6,523,1476
187,2,138,127,664
187,3,531,514,1234
461,1,6,331,129
196,1,2,401,1005
649,1,6,143,589
649,3,592,192,1081
523,1,6,559,1164
523,3,294,435,836
175,1,6,157,1655
175,3,592,187,1239
179,1,6,83,1379
179,2,150,135,774
179,3,605,674,1624
735,1,6,193,491
735,2,100,98,850
735,3,0,28,545
8,1,6,205,568
194,1,5,23,1573
194,2,190,435,1282
194,3,294,523,538
116,1,8,631,1476
116,3,301,83,1120
208,1,2,1,771
238,1,5,98,297
238,2,82,100,388
204,1,9,179,187
204,2,68,69,458
202,1,8,732,437
173,1,1,97,1208
173,2,181,216,344
173,3,420,651,58
433,1,2,732,1156
433,3,329,559,1604
153,1,5,187,272
153,3,536,732,42
516,1,6,200,186
144,1,4,98,1221
144,2,158,391,1613
195,1,3,186,347
195,2,98,164,241
195,3,342,391,564
79,1,5,127,268
79,2,80,233,1556
79,3,193,174,583
181,1,3,96,1039
181,3,192,172,48
174,1,3,2,629
174,2,84,234,472
174,3,193,172,1411
172,1,12,294,176
172,3,194,50,1159
50,1,1,257,1287
50,3,193,172,790
89,1,9,179,1211
89,3,193,181,1291
684,1,6,372,751
684,3,14,284,1190
686,1,6,127,90
686,2,194,203,1189
686,3,598,203,1526
530,1,1,417,195
530,3,415,265,754
636,1,3,50,1311
566,1,6,712,1034
566,3,193,79,1321
82,1,1,403,1564
82,2,84,234,120
82,3,299,520,1361
2,1,3,186,781
230,1,2,372,1501
230,3,742,227,960
568,1,1,97,81
4,1,5,179,1005
4,2,6,257,110
4,3,14,684,1298
403,1,3,504,1501
403,2,49,47,1198
403,3,659,200,878
233,1,4,98,1258
233,2,80,79,389
227,1,3,684,1066
227,3,741,230,382
576,1,1,173,274
554,1,3,2,12
554,3,346,284,468
391,1,3,434,750
391,2,158,144,239
391,3,342,195,1515
151,1,1,511,476
419,1,12,181,536
419,3,499,143,1318
842,1,6,179,965
842,3,674,205,1624
417,1,6,157,1509
417,3,1180,729,109
621,1,1,199,1510
621,3,459,131,347
141,1,9,164,763
141,2,98,96,1226
141,3,345,96,868
143,1,6,131,1434
143,3,171,163,854
622,1,1,391,774
216,1,8,284,271
216,2,181,173,1532
216,3,194,172,1647
707,1,6,523,795
707,3,453,631,850
736,1,6,331,1283
736,2,406,527,427
451,1,8,428,247
451,3,12,4,1567
88,1,6,192,550
88,3,0,735,916
732,1,2,659,253
732,3,536,153,480
709,1,6,417,1130
603,1,4,2,263
603,2,186,185,799
203,1,6,8,1573
203,2,194,686,1316
203,3,598,684,1674
654,1,6,205,1021
654,3,1392,504,1132
504,1,5,435,1473
504,3,1392,654,464
331,1,3,2,1259
331,3,554,265,364
197,1,2,230,565
197,3,206,339,983
659,1,2,712,1109
284,1,8,83,1149
284,3,346,97,950
428,1,6,526,976
651,1,6,127,992
651,3,207,203,38
414,1,2,524,646
414,3,925,511,1428
211,1,2,417,581
211,3,693,339,91
47,1,2,257,754
47,2,49,403,69
163,1,5,631,1334
163,2,142,131,854
163,3,171,143,215
186,1,3,195,699
152,1,9,164,793
152,2,15,514,411
152,3,531,187,1053
52,1,6,286,388
448,1,15,447,947
448,3,1205,427,1439
96,1,4,659,1547
96,2,98,141,960
96,3,342,195,826
178,1,5,23,195
257,1,2,433,684
257,2,6,4,1362
257,3,111,79,72
712,1,2,4,275
712,3,15,4,620
855,1,4,89,1375
631,1,6,88,725
631,2,430,559,674
631,3,437,157,550
157,1,6,83,119
157,3,547,566,666
729,1,6,566,721
729,3,271,98,1109
644,1,6,200,1038
434,1,3,2,386
514,1,2,4,1317
514,2,15,152,1201
514,3,530,152,76
524,1,6,200,491
372,1,2,88,331
710,1,2,211,905
746,1,2,194,214
239,1,6,193,451
239,3,643,194,117
401,1,2,524,1260
1035,1,1,193,1195
843,1,2,514,54
843,3,1,1,1267
357,1,6,736,1458
357,2,188,191,158
133,1,8,704,64
528,1,6,133,1361
528,3,1064,684,1493
427,1,6,211,1416
427,3,1205,448,1209
64,1,6,47,989
64,3,207,651,314
97,1,19,203,840
97,3,346,686,1650
435,1,5,23,1199
435,2,190,194,90
435,3,643,239,1656
131,1,2,163,1451
131,2,142,163,714
131,3,459,621,1438
339,1,6,79,790
339,3,12,451,1509
1,1,2,186,462
1,3,1,843,713
265,1,1,199,1127
265,2,158,144,322
265,3,296,82,755
94,1,10,419,786
94,3,336,192,1369
124,1,6,559,1489
302,1,6,664,455
302,3,911,382,399
272,1,6,286,266
258,1,6,664,109
258,2,68,69,575
258,3,271,98,414
306,1,2,95,1585
286,1,6,631,1287
286,3,149,318,559
750,1,6,79,208
750,2,84,423,294
750,3,197,86,1526
313,1,6,699,659
315,1,6,651,75
315,2,14,12,1609
315,3,38,1101,1176
170,1,6,199,95
183,1,9,7,474
183,2,91,89,173
183,3,16,732,252
61,1,6,651,414
61,2,60,60,547
427,1,6,463,1208
100,1,5,98,117
100,2,83,81,491
1,1,1,228,575
1,3,0,28,1054
515,1,1,97,1499
515,2,56,684,602
12,1,7,7,1155
12,2,14,315,1426
12,3,45,699,253
423,1,10,463,323
423,2,84,318,911
652,1,6,663,749
956,1,6,527,1521
956,3,294,194,48
97,1,6,357,588
97,3,346,215,1273
651,1,6,28,919
651,3,264,71,806
60,1,6,81,952
60,2,60,61,1441
60,3,227,286,1000
179,1,5,12,1485
179,2,150,474,287
172,1,12,132,437
172,3,192,50,1049
7,1,4,100,1301
7,2,9,168,945
7,3,25,956,655
22,1,16,527,1291
462,1,6,9,260
86,1,8,736,1219
86,3,197,750,93
479,1,8,59,25
479,2,186,480,1165
182,1,6,425,1003
182,3,393,215,1278
181,1,1,28,1416
181,3,193,174,1498
357,1,6,9,691
59,1,7,185,802
59,2,60,61,1660
50,1,1,228,897
50,3,193,172,1192
222,1,9,423,1405
1065,1,14,60,1267
566,1,6,498,1247
566,3,193,174,991
114,1,2,95,1200
474,1,2,238,1314
474,2,150,200,1523
474,3,562,663,1178
134,1,6,663,1244
89,1,9,258,1351
89,2,91,183,779
89,3,193,79,293
582,1,6,736,751
582,3,17,238,698
923,1,8,286,322
709,1,6,199,800
154,1,2,81,181
154,2,168,168,620
154,3,539,168,1054
318,1,16,750,523
318,2,84,750,407
318,3,944,729,1115
732,1,8,664,1620
732,3,16,183,74
631,1,8,582,951
483,1,6,956,1589
483,3,861,498,1080
